GEOID,NAME,total_18_34,child_householder_18_34,basement_dweller_pct,median_rentE,median_home_valueE,median_household_incomeE,youth_unemployed_2534E,labor_force_2534E,median_rent,youth_unemployment_rate,rent_to_income_ratio,state,puma_name,coastal_state,high_cost
4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA; Texas,26823,9609,35.82373336315848,906,184600,64144,3.6,18095,906,3.6,0.169493639311549,NA,Brazos Valley COG (Outside Brazos County) & Milam County PUMA; Texas,FALSE,FALSE
4803700,Heart of Texas COG--Outside McLennan County & Navarro County PUMA; Texas,31124,12242,39.33299061817247,883,137700,57108,3.5,19596,883,3.5,0.18554318134061779,NA,Heart of Texas COG--Outside McLennan County & Navarro County PUMA; Texas,FALSE,FALSE
4803801,Heart of Texas COG--McLennan County-Waco City (Central) PUMA; Texas,35880,6216,17.324414715719065,979,127300,39994,3.7,9943,979,3.7,0.2937440616092414,NA,Heart of Texas COG--McLennan County-Waco City (Central) PUMA; Texas,FALSE,FALSE
4803802,"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities PUMA; Texas",30545,11514,37.69520379767556,1147,227300,81966,1.5,17463,1147,1.5,0.1679232852646219,NA,Heart of Texas COG--McLennan County-Waco (Outer),FALSE,FALSE
4803900,Deep East Texas COG (West) & Walker County PUMA; Texas,38736,12421,32.06577860388269,938,157000,51751,6.2,24404,938,6.2,0.21750304341945084,NA,Deep East Texas COG (West) & Walker County PUMA; Texas,FALSE,FALSE
4804000,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA; Texas,33439,8798,26.31059541254224,923,143600,54573,3.2,16873,923,3.2,0.20295750645923807,NA,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA; Texas,FALSE,FALSE
4804100,Deep East Texas COG (East) & Jasper County PUMA; Texas,18436,6131,33.255586895205035,818,111700,47931,4.2,13302,818,4.2,0.20479439193841148,NA,Deep East Texas COG (East) & Jasper County PUMA; Texas,FALSE,FALSE
4804200,Orange & Hardin Counties PUMA; Texas,29093,10211,35.09778984635479,966,160700,70972,3.3,16797,966,3.3,0.16333201826072255,NA,Orange & Hardin Counties PUMA; Texas,FALSE,FALSE
4804301,Jefferson County (North Central)--Beaumont City PUMA; Texas,26501,8137,30.704501716916344,992,150100,53710,5.8,11760,992,5.8,0.22163470489666728,NA,Jefferson County (North Central)--Beaumont City PUMA; Texas,FALSE,FALSE
4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA; Texas,27489,9743,35.44326821637746,1023,152600,60229,3.7,18211,1023,3.7,0.2038220790649023,NA,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA; Texas,FALSE,FALSE
4804400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA; Texas,29555,10102,34.18034173574691,1063,196700,72778,4.8,17389,1063,4.8,0.175272747258787,NA,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA; Texas,FALSE,FALSE
4804501,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East) PUMA; Texas",38512,14032,36.4353967594516,1244,222400,76336,1.4,21405,1244,1.4,0.19555648710962062,NA,Houston-Galveston Area Council--Montgomery County (Northeast),FALSE,FALSE
4804502,"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West) PUMA; Texas",34155,13063,38.24623042014346,1394,333100,101581,2.9,24444,1394,2.9,0.16467646508697492,NA,Houston-Galveston Area Council--Montgomery County (West),FALSE,FALSE
4804503,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North) PUMA; Texas",24896,7895,31.711921593830333,1513,428300,117841,4.2,18702,1513,4.2,0.15407201228774364,NA,Houston-Galveston Area Council--Montgomery County (South),FALSE,FALSE
4804504,Houston-Galveston Area Council--Montgomery County (Southeast) PUMA; Texas,35394,12137,34.29112278917331,1481,263800,101136,6.8,19373,1481,6.8,0.17572377788324633,NA,Houston-Galveston Area Council--Montgomery County (Southeast) PUMA; Texas,FALSE,FALSE
4804601,Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA; Texas,34462,7129,20.686553305089664,1207,432000,85496,5.4,14768,1207,5.4,0.16941143445307383,NA,Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA; Texas,FALSE,FALSE
4804602,Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA; Texas,27521,7383,26.82678681733949,1097,168100,55375,4.2,13332,1097,4.2,0.23772460496613995,NA,Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA; Texas,FALSE,FALSE
4804603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",38373,4336,11.299611706147552,1376,389700,65834,5.9,13895,1376,5.9,0.250812649998481,NA,Houston City (South Central)--South of US-59,FALSE,FALSE
4804604,Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA; Texas,55338,4700,8.49325960461166,1777,658600,118702,2.6,16732,1777,2.6,0.17964313996394332,NA,Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA; Texas,FALSE,FALSE
4804605,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8 PUMA; Texas,29881,12064,40.373481476523544,1118,148100,57342,6.5,12951,1118,6.5,0.2339646332531129,NA,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA; Texas",28658,13544,47.26079977667667,1127,140700,54226,6,14308,1127,6,0.24940065651163648,NA,Houston (East),FALSE,FALSE
4804607,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,28550,11253,39.41506129597198,1171,122600,46499,8.9,15193,1171,8.9,0.30220004731284544,NA,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA; Texas,26470,12129,45.8216849263317,1071,120800,38434,4.2,12132,1071,4.2,0.33439142425977,NA,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804609,Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA; Texas,31152,13336,42.80945043656908,1084,216200,51980,2.8,15434,1084,2.8,0.25025009619084265,NA,Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804610,Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA; Texas,28590,13302,46.52675760755509,1141,160100,49307,6.9,13625,1141,6.9,0.2776887663009309,NA,Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804611,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,31217,10272,32.90514783611494,1184,187700,57719,5.8,13806,1184,5.8,0.2461581108473813,NA,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804612,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,26529,7634,28.776056391119155,1289,397800,73820,5.3,13760,1289,5.3,0.20953671091845028,NA,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804613,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,32386,4510,13.925770394614956,1410,634400,75923,4.6,14699,1410,4.6,0.22285736864981626,NA,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA; Texas",40365,5595,13.861018208844294,996,208500,42542,5.6,12086,996,5.6,0.28094588876874615,NA,Houston City (West)--Westpark Tollway,FALSE,FALSE
4804615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,25819,7683,29.757155583097717,982,249800,49909,6.9,12280,982,6.9,0.2361097196898355,NA,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,25723,8947,34.78210162111729,1071,241900,58070,5,13591,1071,5,0.22131909764077837,NA,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804617,Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,29300,11553,39.43003412969283,1443,160000,61090,5.2,15478,1443,5.2,0.2834506465870028,NA,Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804618,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA; Texas,29302,12061,41.161012900143334,996,121900,42828,7.3,13835,996,7.3,0.27906976744186046,NA,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA; Texas,FALSE,FALSE
4804619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA; Texas,27318,11352,41.55501866900945,1187,176400,61546,4.8,13487,1187,4.8,0.2314366490104962,NA,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804620,Houston (Southeast) & Webster Cities PUMA; Texas,28302,10822,38.237580383011796,1266,236200,78582,3.2,14998,1266,3.2,0.19332671604184165,NA,Houston (Southeast) & Webster Cities PUMA; Texas,FALSE,FALSE
4804621,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUMA; Texas",23346,8416,36.049001970358944,1377,280400,94345,3.4,14202,1377,3.4,0.17514441676824422,NA,Houston (Southeast),FALSE,FALSE
4804622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview PUMA; Texas",26755,11552,43.17697626611848,1266,194700,77347,3.8,14936,1266,3.8,0.19641356484414393,NA,Harris County (East)--Deer Park,FALSE,FALSE
4804623,Harris County (East)--Baytown City PUMA; Texas,28588,10759,37.63467189030362,1190,173200,64466,5.4,15681,1190,5.4,0.22151211491328762,NA,Harris County (East)--Baytown City PUMA; Texas,FALSE,FALSE
4804624,Harris County (Northeast)--Houston City (Far Northeast) PUMA; Texas,21883,10369,47.38381391948088,1634,287100,112001,4.5,17442,1634,4.5,0.17506986544762992,NA,Harris County (Northeast)--Houston City (Far Northeast) PUMA; Texas,FALSE,FALSE
4804625,"Harris County (North)--Houston (North), Humble Cities & Atascocita PUMA; Texas",31662,11755,37.12652390878656,1366,225900,87745,6.6,18842,1366,6.6,0.18681406347940055,NA,Harris County (North)--Houston (North),FALSE,FALSE
4804626,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960 PUMA; Texas",39899,13902,34.84297852076493,1078,174200,50447,4.6,16583,1078,4.6,0.2564275378119611,NA,Harris County (North)--Houston City (North)-I-45,FALSE,FALSE
4804627,Harris County (Far North)--Spring PUMA; Texas,37729,13582,35.99883378833258,1557,216700,83846,4.8,17802,1557,4.8,0.2228371061231305,NA,Harris County (Far North)--Spring PUMA; Texas,FALSE,FALSE
4804628,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960 PUMA; Texas,32461,12672,39.03761436801084,1377,224500,77514,5.9,14373,1377,5.9,0.21317439430296461,NA,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960 PUMA; Texas,FALSE,FALSE
4804629,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA; Texas",28333,9614,33.93216390781068,1377,275500,80427,4.6,14619,1377,4.6,0.20545339251743816,NA,Harris County (North)--North of FM-1960,FALSE,FALSE
4804630,Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA; Texas,33704,10671,31.660930453358656,1550,321000,112958,2.5,22844,1550,2.5,0.16466297207811753,NA,Harris County (Far North)--Tomball City & The Woodlands (Southwest) PUMA; Texas,FALSE,FALSE
4804631,Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA; Texas,26773,10607,39.61827213984238,1436,283900,95624,2.5,19595,1436,2.5,0.180205806073789,NA,Harris County (Northwest)--North of US-290 & North of FM-1960 PUMA; Texas,FALSE,FALSE
4804633,Harris County (Northwest)--South of US-290 & West of TX-6 PUMA; Texas,25756,12379,48.06258735828545,1697,236600,89980,2.3,15585,1697,2.3,0.2263169593242943,NA,Harris County (Northwest)--South of US-290 & West of TX-6 PUMA; Texas,FALSE,FALSE
4804634,Harris County (West)--Houston City (West)-North of US-90 & West of TX-6 PUMA; Texas,25596,13873,54.1998749804657,1595,215500,86411,5.6,18525,1595,5.6,0.22149957760007408,NA,Harris County (West)--Houston City (West)-North of US-90 & West of TX-6 PUMA; Texas,FALSE,FALSE
4804635,Houston City (West)--South of I-10 & West of TX-6 PUMA; Texas,24513,9657,39.39542283686207,1454,256800,79237,4.7,14855,1454,4.7,0.22020015901662102,NA,Houston City (West)--South of I-10 & West of TX-6 PUMA; Texas,FALSE,FALSE
4804636,Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA; Texas,27148,7878,29.018712243995875,1453,372200,80536,3.7,14685,1453,3.7,0.21649945366047482,NA,Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804637,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA; Texas",37094,10360,27.92904512859222,1253,225300,56031,5,15485,1253,5,0.26835144830540236,NA,Houston City (West)--Westpark Tollway,FALSE,FALSE
4804638,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA; Texas,27255,13434,49.290038525041275,1166,175900,48550,7.6,13272,1166,7.6,0.2881977342945417,NA,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA; Texas,FALSE,FALSE
4804639,Harris County (Far Northwest) PUMA; Texas,18141,7583,41.80034176726752,1866,376900,147440,2.6,14855,1866,2.6,0.15187194791101466,NA,Harris County (Far Northwest) PUMA; Texas,FALSE,TRUE
4804640,Harris County (Far Northwest)--Katy City (Northeast) PUMA; Texas,27522,8912,32.3813676331662,1611,249400,93480,4.7,13293,1611,4.7,0.20680359435173298,NA,Harris County (Far Northwest)--Katy City (Northeast) PUMA; Texas,FALSE,FALSE
4804701,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA; Texas",38976,11722,30.07491789819376,1170,214400,65186,6.8,20411,1170,6.8,0.21538367134047187,NA,Galveston County (Central,FALSE,FALSE
4804702,Galveston County (Northwest)--League City & Friendswood City PUMA; Texas,34298,11881,34.64050381946469,1525,298400,109469,2.4,24584,1525,2.4,0.16717061451187093,NA,Galveston County (Northwest)--League City & Friendswood City PUMA; Texas,FALSE,FALSE
4804801,"Houston-Galveston Area Council--Brazoria County (North), Pearland City PUMA; Texas",26889,10382,38.610584253784076,1618,312100,115680,1.3,18421,1618,1.3,0.16784232365145227,NA,Houston-Galveston Area Council--Brazoria County (North),FALSE,FALSE
4804802,"Houston-Galveston Area Council--Brazoria County (Central), Alvin City PUMA; Texas",28307,11190,39.53085809163811,1198,232700,89031,2.2,19342,1198,2.2,0.16147184688479294,NA,Houston-Galveston Area Council--Brazoria County (Central),FALSE,FALSE
4804803,"Houston-Galveston Area Council--Brazoria County (Southwest), Lake Jackson City PUMA; Texas",24001,7365,30.686221407441355,1215,203600,75928,6.2,11539,1215,6.2,0.1920240227584027,NA,Houston-Galveston Area Council--Brazoria County (Southwest),FALSE,FALSE
4804901,Fort Bend County (East)--Missouri City PUMA; Texas,25121,12176,48.46940806496557,1710,252900,89825,3.6,14448,1710,3.6,0.22844419704981908,NA,Fort Bend County (East)--Missouri City PUMA; Texas,FALSE,FALSE
4804902,Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA; Texas,27584,12976,47.04176334106728,1571,362900,104992,3.8,17613,1571,3.8,0.17955653764096313,NA,Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA; Texas,FALSE,FALSE
4804903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA; Texas",27775,12105,43.582358235823584,1377,303800,96011,4.3,16297,1377,4.3,0.1721052796033788,NA,Fort Bend County (Central)--Rosenberg City,FALSE,FALSE
4804904,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA; Texas",39119,20990,53.65679081776119,1816,313000,106493,1.6,26579,1816,1.6,0.20463316837726422,NA,Fort Bend County (North)--Mission Bend (Southwest),FALSE,FALSE
4804906,Fort Bend County (Northwest) PUMA; Texas,21732,10161,46.75593594699061,2243,431100,159431,5.3,26377,2243,5.3,0.16882538527638916,NA,Fort Bend County (Northwest) PUMA; Texas,FALSE,TRUE
4804907,Fort Bend County (South) PUMA; Texas,25696,10210,39.73381070983811,1589,279800,100831,0.9,15974,1589,0.9,0.18910850829605974,NA,Fort Bend County (South) PUMA; Texas,FALSE,FALSE
4805000,Houston-Galveston Area Council (West) PUMA; Texas,40585,14032,34.57435012935814,1000,204300,64883,3.9,19798,1000,3.9,0.1849482915401569,NA,Houston-Galveston Area Council (West) PUMA; Texas,FALSE,FALSE
4805100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",36003,14922,41.44654612115657,1108,224100,73144,3.3,23048,1108,3.3,0.18177840971234824,NA,Capital Area COG (East)--Bastrop,FALSE,FALSE
4805201,"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities PUMA; Texas",30898,10841,35.08641336008803,1474,318900,91962,3.9,18997,1474,3.9,0.19234031447771907,NA,Capital Area COG--Williamson County (North),FALSE,FALSE
4805202,"Capital Area COG--Williamson County (Southeast), Round Rock City PUMA; Texas",31369,10477,33.39921578628582,1617,361900,102572,3.2,18977,1617,3.2,0.1891744335686152,NA,Capital Area COG--Williamson County (Southeast),FALSE,FALSE
4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA; Texas",32249,6613,20.50606220347918,1581,427700,102435,4.4,19433,1581,4.4,0.18521013325523503,NA,Williamson County (South)--Austin City (Far North),FALSE,FALSE
4805204,"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities PUMA; Texas",40357,12765,31.630200460886588,1673,387800,116312,2.8,26142,1673,2.8,0.17260471834376503,NA,Capital Area COG--Williamson County (West),FALSE,FALSE
4805301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA; Texas",41312,12654,30.63032532920217,1580,320900,101586,2.4,27209,1580,2.4,0.1866398913236076,NA,Travis County (Northeast)--Pflugerville,FALSE,FALSE
4805302,Austin City (North) PUMA; Texas,40051,3849,9.610246935157674,1507,386900,72353,4,12155,1507,4,0.24994126021035756,NA,Austin City (North) PUMA; Texas,FALSE,FALSE
4805303,Austin City (Northeast) PUMA; Texas,51288,9120,17.781937295273746,1415,364000,74220,4.7,17219,1415,4.7,0.22877930476960387,NA,Austin City (Northeast) PUMA; Texas,FALSE,FALSE
4805304,Austin City (Southeast) PUMA; Texas,49143,6919,14.079319536861812,1452,312600,71731,5.7,13845,1452,5.7,0.24290752952001227,NA,Austin City (Southeast) PUMA; Texas,FALSE,FALSE
4805305,Austin City (Northwest) PUMA; Texas,20900,4981,23.832535885167463,1641,683800,148569,2.5,21377,1641,2.5,0.1325444742846758,NA,Austin City (Northwest) PUMA; Texas,FALSE,FALSE
4805306,Austin City (Central) PUMA; Texas,57311,2812,4.90656244002024,1559,687000,86016,4.9,16219,1559,4.9,0.21749441964285715,NA,Austin City (Central) PUMA; Texas,FALSE,FALSE
4805307,Austin City (South) PUMA; Texas,43753,3695,8.44513519072978,1637,452700,85747,6.1,14322,1637,6.1,0.2290925630051197,NA,Austin City (South) PUMA; Texas,FALSE,FALSE
4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA; Texas",23162,5706,24.635178309299715,1794,540000,122296,2.4,19142,1794,2.4,0.17603192254857067,NA,Austin City (Southwest),FALSE,FALSE
4805309,"Travis County (West, South & Outside Austin City) PUMA; Texas",27432,9629,35.101341498979295,1778,479100,119901,2.4,26979,1778,2.4,0.1779468061150449,NA,Travis County (West,FALSE,FALSE
4805401,Capital Area COG (Southwest)--Hays County (West) PUMA; Texas,17564,6705,38.17467547255751,1412,454300,111060,1.5,14539,1412,1.5,0.15256618044300377,NA,Capital Area COG (Southwest)--Hays County (West) PUMA; Texas,FALSE,FALSE
4805402,Capital Area COG (Southwest)--Hays County (East) PUMA; Texas,50423,9741,19.318564940602503,1339,257500,63791,3.6,13033,1339,3.6,0.2518850621561035,NA,Capital Area COG (Southwest)--Hays County (East) PUMA; Texas,FALSE,FALSE
4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA; Texas,27015,9761,36.131778641495465,928,197600,70425,2.3,17912,928,2.3,0.15812566560170394,NA,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA; Texas,FALSE,FALSE
4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA; Texas,24741,7052,28.503294127157353,1067,169900,65700,2.4,12199,1067,2.4,0.19488584474885845,NA,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA; Texas,FALSE,FALSE
4805700,Alamo Area COG (Northeast)--Guadalupe County PUMA; Texas,36933,15239,41.26120271843609,1278,258600,88111,3.6,22835,1278,3.6,0.17405318291700242,NA,Alamo Area COG (Northeast)--Guadalupe County PUMA; Texas,FALSE,FALSE
4805800,Alamo Area COG (Northeast)--Comal County PUMA; Texas,31228,10445,33.44754707313949,1390,369400,93744,2.2,21661,1390,2.2,0.17793138760880697,NA,Alamo Area COG (Northeast)--Comal County PUMA; Texas,FALSE,FALSE
4805901,San Antonio City (Central) PUMA; Texas,25112,7947,31.646224912392483,978,106200,38168,8.7,11122,978,8.7,0.30748270802766714,NA,San Antonio City (Central) PUMA; Texas,FALSE,FALSE
4805902,San Antonio City (Northeast)--Inside Loop I-410 PUMA; Texas,26414,6888,26.077080336185354,1183,275400,60380,4.4,13345,1183,4.4,0.23511096389532957,NA,San Antonio City (Northeast)--Inside Loop I-410 PUMA; Texas,FALSE,FALSE
4805903,San Antonio City (Southeast)--Inside Loop I-410 PUMA; Texas,27240,10660,39.13362701908957,995,125100,44397,2.1,13856,995,2.1,0.26893709034394214,NA,San Antonio City (Southeast)--Inside Loop I-410 PUMA; Texas,FALSE,FALSE
4805904,San Antonio City (Northwest)--Inside Loop I-410 PUMA; Texas,26355,9128,34.634794156706505,1041,168600,47544,5.2,13456,1041,5.2,0.26274608783442704,NA,San Antonio City (Northwest)--Inside Loop I-410 PUMA; Texas,FALSE,FALSE
4805905,San Antonio City (West)--Inside Loop I-410 PUMA; Texas,26372,11896,45.108448354315186,961,119800,41229,7.3,12524,961,7.3,0.2797060321618278,NA,San Antonio City (West)--Inside Loop I-410 PUMA; Texas,FALSE,FALSE
4805906,San Antonio City (Southwest)--Inside Loop I-410 PUMA; Texas,29557,12035,40.71793483777108,1042,109600,48852,5.8,13751,1042,5.8,0.25595676737902234,NA,San Antonio City (Southwest)--Inside Loop I-410 PUMA; Texas,FALSE,FALSE
4805907,Bexar County (South)--San Antonio City (Far South) PUMA; Texas,37197,14141,38.016506707530176,1258,202400,74333,2.8,18317,1258,2.8,0.203086112493778,NA,Bexar County (South)--San Antonio City (Far South) PUMA; Texas,FALSE,FALSE
4805908,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,37095,14058,37.89729073999191,1337,205200,74880,4.8,13849,1337,4.8,0.2142628205128205,NA,San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,FALSE,FALSE
4805909,San Antonio (Northwest) & Leon Valley Cities PUMA; Texas,27578,10006,36.28254405685691,1240,214800,75762,3,13133,1240,3,0.19640452997544944,NA,San Antonio (Northwest) & Leon Valley Cities PUMA; Texas,FALSE,FALSE
4805910,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,47372,6851,14.46212952799122,1240,238400,59846,3.9,12159,1240,3.9,0.24863817130635296,NA,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,FALSE,FALSE
4805911,San Antonio City (North)--Hollywood Park Town & Shavano Park City PUMA; Texas,34412,7936,23.061722654887827,1221,349200,72145,3.6,14836,1221,3.6,0.20309099729711,NA,San Antonio City (North)--Hollywood Park Town & Shavano Park City PUMA; Texas,FALSE,FALSE
4805912,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,25814,7594,29.418145192531185,1267,240900,75995,1.9,12646,1267,1.9,0.20006579380222383,NA,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA; Texas,FALSE,FALSE
4805913,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA; Texas",33562,12283,36.597938144329895,1272,182000,62121,3.2,15583,1272,3.2,0.24571400975515525,NA,San Antonio (Northeast),FALSE,FALSE
4805914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA; Texas,43057,15326,35.59467682374527,1562,340200,116651,1.4,25376,1562,1.4,0.16068443476695443,NA,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA; Texas,FALSE,FALSE
4805915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA; Texas,29878,9079,30.386906754133474,1528,404500,109196,2.1,21069,1528,2.1,0.16791823876332465,NA,Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA; Texas,FALSE,FALSE
4805916,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",28134,10568,37.563090922016066,1401,234100,78390,6,14616,1401,6,0.21446613088404134,NA,Bexar County (Northeast)--San Antonio (Northeast),FALSE,FALSE
4806000,Alamo Area COG (Northwest) & Blanco County PUMA; Texas,22905,8335,36.389434621261735,1198,350000,77949,3.3,15723,1198,3.3,0.18442828002924988,NA,Alamo Area COG (Northwest) & Blanco County PUMA; Texas,FALSE,FALSE
4806100,Alamo Area COG (Southwest) PUMA; Texas,27164,12426,45.74436754528052,958,168900,68902,3.9,17050,958,3.9,0.1668456648573336,NA,Alamo Area COG (Southwest) PUMA; Texas,FALSE,FALSE
4806301,"South Texas Development Council (North)--Webb County, Laredo City (Central) PUMA; Texas",30777,15557,50.547486759593205,909,137200,44744,4.5,13445,909,4.5,0.24378687645270875,NA,South Texas Development Council (North)--Webb County,FALSE,FALSE
4806302,South Texas Development Council-Webb County (North & East)-Laredo City (Outer) PUMA; Texas,35326,17584,49.77636868029214,1148,173500,75709,5.3,17843,1148,5.3,0.18195987267035624,NA,South Texas Development Council-Webb County (North & East)-Laredo City (Outer) PUMA; Texas,FALSE,FALSE
4806500,Coastal Bend COG (Northeast) PUMA; Texas,25373,9819,38.69861663973515,1128,160700,58514,2.4,15461,1128,2.4,0.23132925453737568,NA,Coastal Bend COG (Northeast) PUMA; Texas,FALSE,FALSE
4806601,"Coastal Bend COG--Nueces County, Corpus Christi City (Outer) PUMA; Texas",22337,7563,33.85862022652997,1217,222600,81439,3.7,14342,1217,3.7,0.17932440231338795,NA,Coastal Bend COG--Nueces County,FALSE,FALSE
4806603,"Coastal Bend COG--Nueces County (Central), Corpus Christi City (South Central) PUMA; Texas",32131,8894,27.6804332264791,1264,207400,70236,3.8,12532,1264,3.8,0.21595762856654707,NA,Coastal Bend COG--Nueces County (Central),FALSE,FALSE
4806604,"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest) PUMA; Texas",26723,9246,34.5994087490177,1059,114000,47820,5.6,14091,1059,5.6,0.2657465495608532,NA,Coastal Bend COG--Nueces County (Central),FALSE,FALSE
4806701,Cameron County (East)--Brownsville City (North) PUMA; Texas,26434,13599,51.445108572293265,828,119500,52139,2.6,14922,828,2.6,0.1905675214330923,NA,Cameron County (East)--Brownsville City (North) PUMA; Texas,FALSE,FALSE
